headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.holdingSimple.copyInformationshelfLocator|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.locationphysicalLocation|metadata.mods.note#text|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2#text|metadata.mods.note.2@displayLabel|metadata.mods.note@displayLabel|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.dateCreated.1@point|metadata.mods.originInfo.dateCreated.2#text|metadata.mods.originInfo.dateCreated.2@encoding|metadata.mods.originInfo.dateCreated.2@keyDate|metadata.mods.originInfo.dateCreated.2@point|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.physicalDescriptiondigitalOrigin|metadata.mods.physicalDescriptionextent|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInfo.recordContentSource.1|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.identifier#text|metadata.mods.relatedItem.1.identifier@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0.namenamePart|metadata.mods.subject.1.cartographicscoordinates|metadata.mods.subject.1.geographic#text|metadata.mods.subject.1.geographic@authority|metadata.mods.subject.1.geographic@valueURI|metadata.mods.subject.1.name@authority|metadata.mods.subject.1.name@valueURI|metadata.mods.subject.1.namenamePart|metadata.mods.subject.2.cartographicscoordinates|metadata.mods.subject.2.geographic#text|metadata.mods.subject.2.geographic@authority|metadata.mods.subject.2.geographic@valueURI|metadata.mods.subject.2geographic|metadata.mods.subject.3.cartographicscoordinates|metadata.mods.subject.3.geographic#text|metadata.mods.subject.3.geographic@authority|metadata.mods.subject.3.geographic@valueURI|metadata.mods.subject.3geographic|metadata.mods.subject.4.cartographicscoordinates|metadata.mods.subject.4geographic|metadata.mods.subject.5.cartographicscoordinates|metadata.mods.subject.5.geographic#text|metadata.mods.subject.5.geographic@authority|metadata.mods.subject.5.geographic@valueURI|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1@type|metadata.mods.titleInfo.1title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modstypeOfResource
2019-04-24T02:01:15Z|smhc_10068|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0069|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10068|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10068/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |3/22/1931|1931-03-22|edtf|yes|    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0069|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.6089, -83.7261|    |    |    |Bote Mountain Trail (Tenn.)|35.5687, -83.70628|    |    |    |Thunderhead Mountain (Tenn.)|    |    |    |    |    |    |    |    |    |Vine on trail between Tremont & Thunderhead. Special Hike March 22-1931 (image number 693)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_10089|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1926|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10089|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10089/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1926|1926|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6.25 x 3.5 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1926|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Knoxville, Tennessee Season 1926|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_11088|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1940|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A11088|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A11088/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1940|1940|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1940|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |1940 Handbook of the Smoky Mountains Hiking Club|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_10065|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0066|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10065|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10065/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |2/15/1931|1931-02-15|edtf|yes|    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0066|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.52064, -83.86601|    |    |    |Gregory Bald (Tenn.)|35.59426, -83.84184|Cades Cove (Tenn.)|lcsh|http://id.loc.gov/authorities/subjects/sh85018626|    |    |    |    |    |    |    |    |    |    |Cades Cove from Gregory Bald Feb 15-1931 (image number 674)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_11010|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1939|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A11010|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A11010/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1939|1939|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1939|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |1939 Handbook of the Smoky Mountains Hiking Club|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_10078|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0079|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10078|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10078/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |4/11-12/1931|1931-04-11|edtf|yes|start|1931-04-12|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0079|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.61759, -83.66934|    |    |    |Thunderhead Prong (Tenn.)|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Thunderhead Prong along trail to Thunderhead April 11-12-1931 (image number 714)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_10001|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0002|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10001|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10001/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title created from image details.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |1928-1931|1928|edtf|yes|start|1931|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0002|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Distant View from the Smokies (image number 620)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_16046|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_2003|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A16046|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A16046/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|2003|2003|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_2003|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |2003 Handbook of the Smoky Mountains Hiking Club|alternative|Handbook 2003: Smoky Mountains Hiking Club|    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_10075|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0076|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10075|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10075/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |4/11-12/1931|1931-04-11|edtf|yes|start|1931-04-12|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0076|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.56287, -83.4985|Clingmans Dome (N.C. and Tenn.)|lcsh|http://id.loc.gov/authorities/subjects/sh2013001541|    |35.5687, -83.70628|    |    |    |Thunderhead Mountain (Tenn.)|    |    |    |    |    |    |    |    |    |Looking back across State Line from side of Thunderhead Clingman Dome in background April 11-12-1931 (image number 711)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_12825|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1963|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A12825|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A12825/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1963|1963|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1963|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |1963 Handbook of the Smoky Mountains Hiking Club|alternative|Handbook 1963: Smoky Mountains Hiking Club|    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_14320|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1981|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A14320|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A14320/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1981|1981|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1981|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |1981 Handbook of the Smoky Mountains Hiking Club|alternative|Handbook 1981: Smoky Mountains Hiking Club|    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_12967|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClubHandbook_1965|local|eng|iso639-2b|code|    |https://digital.lib.utk.edu/collections/islandora/object/smhc%3A12967|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A12967/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|This object was added to the Digital Preservation Network in November 2017.|    |    |    |    |dpn|1965|1965|edtf|yes|    |    |    |    |    |books|aat|http://vocab.getty.edu/aat/300028051|reformatted digital|6 x 4 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClubHandbook_1965|Created and edited in general conformance to MODS Guidelines (Version 3.5).|    |    |    |    |    |    |    |    |Smoky Mountains Hiking Club Handbooks|Project|host|Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |1965 Handbook of the Smoky Mountains Hiking Club|alternative|Handbook 1965: Smoky Mountains Hiking Club|    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |text
2019-04-24T02:01:15Z|smhc_10059|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0060|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10059|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10059/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |2/15/1931|1931-02-15|edtf|yes|    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0060|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.52064, -83.86601|    |    |    |Gregory Bald (Tenn.)|    |    |    |    |    |    |    |    |    |    |    |    |    |    |View of Mt. in North Carolina from Gregory Bald Feb 15-1931 (image number 668)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_10069|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0070|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10069|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10069/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |3/22/1931|1931-03-22|edtf|yes|    |    |    |    |    |photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0070|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.6089, -83.7261|    |    |    |Bote Mountain Trail (Tenn.)|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Along trail coming down Bolt Mt. Special Hike March 22-1931 (image number 694)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_10045|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0046|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10045|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10045/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |8/31-9/1-2/1929|1929-08-31|edtf|yes|start|1929-09-02|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0046|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.705, -83.2575|    |    |    |Guyot, Mount (Tenn.)|    |    |    |    |    |    |    |    |    |    |    |    |    |    |View from Guyot Aug 31 - Sept 1-2-1929 (image number 344)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
2019-04-24T02:01:15Z|smhc_10029|smhc|In Copyright|use and reproduction|http://rightsstatements.org/vocab/InC/1.0/|HikingClub_photos_0030|local|eng|iso639-2b|code|Box 1|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10029|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/smhc%3A10029/datastream/TN/view|preview|University of Tennessee, Knoxville. Special Collections|    |Title is from information on back of photograph.|Collection donated by Laura E. and Ella Luttrell|This object was added to the Digital Preservation Network in November 2017.|dpn|    |6/2-3/1928|1928-06-02|edtf|yes|start|1928-06-03|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|reformatted digital|3.5 x 5.75 inches|eng|iso639-2b|code|    |University of Tennessee, Knoxville. Libraries|record_HikingClub_photos_0030|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Smoky Mountains Hiking Club Handbooks|Project|host|MS.0423|local|Smoky Mountains Hiking Club Records|Collection|host|    |    |    |Smoky Mountains Hiking Club|35.58343, -83.50822|Great Smoky Mountains|lcsh|http://id.loc.gov/authorities/subjects/sh85057008|    |    |    |35.5687, -83.70628|    |    |    |Thunderhead Mountain (Tenn.)|    |    |    |    |    |    |    |    |    |    |    |    |    |    |On way to Thunderhead June 2-3-1928 (image number 104)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |still image
